,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
2661,Bill McCarthy,"“Between late December of 2020 and last month, a total of 3,362 people apparently died after getting the COVID vaccine in the United States … The actual number is almost certainly higher.”",Tucker Carlson,"May 6, 2021",false,FAKE,0
2662,Ciara O'Rourke,Says Nikki Haley “white-washed” her name because she thought it “would give her a better chance than the name Nimrata Randhawa.”,Viral image,"May 6, 2021",pants-fire,FAKE,0
2663,Tom Kertscher,"""15-year-old boy passes away from heart attack two days after Pfizer COVID-19 experimental jab.""",Bloggers,"May 6, 2021",false,FAKE,0
2664,Louis Jacobson,"""Joe Biden is proposing that any family who tries to pass a business or a farm down to their son or daughter or grandson or granddaughter are going to pay a huge new tax.""",Chris Christie,"May 6, 2021",barely-true,FAKE,0
2665,Noah Y.,“Washington Post ends fact-checking for Biden for the remainder of his presidency.”,Facebook posts,"• May 6,",false,FAKE,0
2666,Tom Kertscher,“A year ago we had the lowest unemployment in history without using taxpayers money.”,Facebook posts,"May 5, 2021",false,FAKE,0
2667,Amy Sherman,A spy plane was circling the building of the Arizona election audit.,Bloggers,"May 5, 2021",pants-fire,FAKE,0
2668,Samantha Putterman,"“Joe Suffers Brain Fart! Biden Visits Elementary School, Asks The Children If They’re High Schoolers (VIDEO).”",Bloggers,"May 5, 2021",false,FAKE,0
2669,Warren Fiske,"The Green New Deal “costs an average American household almost $700,000 through 2029.”",Ben Cline,"May 5, 2021",false,FAKE,0
2670,Chris Nichols,"California Gov. Gavin Newsom “just let 76,000 inmates out of jail.""",John Cox,"May 5, 2021",false,FAKE,0
2671,Laura Schulte,"With federal stimulus money for schools, “no distinctions are being made between Wisconsin schools that remain closed to in-person learning, and those that have been re-opened for months.”",Ron Johnson,"May 5, 2021",barely-true,FAKE,0
2672,Miriam Valverde,"“If you look at some of these places that (reduced police funding), they’ve already seen crime go up.""",Ron DeSantis,"May 4, 2021",barely-true,FAKE,0
2673,Ciara O'Rourke,"“Parents in Vail, Arizona just took over the school board — all according to the rules. Voted in a whole new board, and immediately removed the mask mandate.”",Viral image,"May 4, 2021",false,FAKE,0
2674,Gabrielle Settles,"If you get the COVID-19 vaccine, you can't donate blood or plasma ""because it's completely tainted.""",TikTok posts,"May 4, 2021",false,FAKE,0
2675,Tom Kertscher,"An audit of the 2020 election in Maricopa County, Ariz., “is confirming the rumors that real ballots have a special watermark.”",Facebook posts,"May 4, 2021",false,FAKE,0
2676,Madison Czopek,11.6 million people watched Biden’s first presidential address to Congress while far larger audiences watched Donald Trump’s speeches.,Viral image,"May 3, 2021",half-true,FAKE,0
2677,Louis Jacobson,“Corporate income has increased as a share of” gross domestic product.,Janet Yellen,"May 3, 2021",half-true,FAKE,0
2678,Andy Nguyen,Images show LeBron James standing for China's national anthem while shouting during the United States’ national anthem.,Viral image,"May 3, 2021",false,FAKE,0
2679,Ciara O'Rourke,"Says Kentucky Derby jockey John Velazquez turned down an invitation to the White House and said, “if I wanted to see a horse’s ass I would of came in second.”",Facebook posts,"May 3, 2021",pants-fire,FAKE,0
2680,Sasha Hupka,"Social media posts stated: “Remember Kamala telling Joe during the debate, ‘You will do whatever the Chinese tell you! They gave your son over a billion dollars.’”",Facebook posts,"April 30, 2021",pants-fire,FAKE,0
2681,Lyle Muller,"""Only <6% of the $2.1 trillion 'infrastructure' bill contains funding for roads & bridges.”",Randy Feenstra,"April 30, 2021",half-true,FAKE,0
2682,Bill McCarthy,“Anyone remember Kamala telling Joe during the debate: ‘You will do whatever the Chinese tell you! They gave your son over a billion dollars.’”,Facebook posts,"April 30, 2021",pants-fire,FAKE,0
2683,Madison Czopek,"""The Unvaccinated Beware, COVID-19 mRNA Shots Cause Death and Disease Through GMO Shedding""",Facebook posts,"April 30, 2021",false,FAKE,0
2684,Samantha Putterman,Vaccine herd immunity doesn’t exist because 100% of the population would have to be vaccinated for it to work.,Instagram posts,"April 30, 2021",false,FAKE,0
2685,Amy Sherman,Says Democrats blocked his efforts at police reform.,Tim Scott,"April 30, 2021",mostly-true,FAKE,0
2686,Haley BeMiller,A new state agreement with Foxconn “will save Wisconsin taxpayers $2.77 billion.”,Tony Evers,"April 30, 2021",half-true,FAKE,0
2687,Chris Nichols,“San Francisco had twice as many drug overdose deaths as COVID deaths last year.”,Kevin Kiley,"April 29, 2021",true,REAL,1
2688,Natalie Dunlap,"Sen. Joni Ernst's visual aid said liberals wanted to abolish lasagna, among other things.",Tweets,"April 29, 2021",pants-fire,FAKE,0
2689,Julie Appleby,"“For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia.""",Facebook posts,"April 29, 2021",barely-true,FAKE,0
2690,Gabrielle Settles,60% of new COVID-19 patients are people who received the vaccine.,Viral image,"April 29, 2021",pants-fire,FAKE,0
2691,Bill McCarthy,Says Joe Biden is “going to control how much meat you can eat.”,Kevin McCarthy,"April 29, 2021",pants-fire,FAKE,0
2692,Jill Terreri,“Law enforcement violence is the leading cause of death for young Black men and women in the US.”,Kevin Parker,"• April 29,",false,FAKE,0
2693,Noah Y.,A leaked email from a Liberal Party politician shows the Canadian government's plan to “reset” the economy and seize private property.,Facebook posts,"• April 29,",pants-fire,FAKE,0
2694,Michael Majchrowicz,"It's illegal for a college, public school or employer to ""mandate"" the vaccine because it was authorized for emergency use.",Facebook posts,"April 29, 2021",false,FAKE,0
2695,Samantha Putterman,Photo that shows COVID-19 test swabs labeled positive and negative proves that the tests are fixed.,Instagram posts,"April 28, 2021",false,FAKE,0
2696,Harrison Dover,“Very few … if any” states have a minimum wage of $7.25 an hour.,Joe Manchin,"April 28, 2021",false,FAKE,0
2697,Tom Kertscher,“Joe Biden says Americans can only celebrate the Fourth of July if he says so.”,Facebook posts,"April 28, 2021",false,FAKE,0
2698,Ciara O'Rourke,"A Centers for Disease Control and Prevention campaign says, “FACT: Refusing to take the vaccine is a form of racism since it harms people of color.”",Viral image,"April 28, 2021",false,FAKE,0
2699,Tom Kertscher,"Group “identifies 12,547 illegal votes” in Georgia's 2020 election results, “exceeds margin of victory in the state.”",Bloggers,"April 28, 2021",false,FAKE,0
2700,Ciara O'Rourke,“UN cultural agency removes birthplace of Jesus from its list of heritage sites.”,Viral image,"April 28, 2021",false,FAKE,0
2701,Ciara O'Rourke,"A McDonald’s restaurant in Elkton, Md., was permanently closed “due to a sex trafficking investigation.”",Facebook posts,"April 28, 2021",pants-fire,FAKE,0
2702,Ciara O'Rourke,“Hillary Clinton hanged at GITMO.”,Bloggers,"April 28, 2021",pants-fire,FAKE,0
2703,Samantha Putterman,Joe Biden’s 100-day approval rating “is the lowest in American history.”,Bloggers,"April 28, 2021",false,FAKE,0
2704,Warren Fiske,On Virginia’s new marijuana law: “You can have up to one pound with only a $25 fine.”,Kirk Cox,"April 28, 2021",true,REAL,1
2705,Paul Specht,“One of (Joe Biden’s) first acts in office was sending an immigration bill to Congress to grant mass amnesty to illegal immigrants.”,Thom Tillis,"April 27, 2021",half-true,FAKE,0
2706,Louis Jacobson,“Biden is currently sending more military equipment to our neighborhoods than Trump did.”,Black Lives Matter,"April 27, 2021",false,FAKE,0
2707,Ciara O'Rourke,“A quarter of a million illegal votes found in Arizona’s audit.”,Facebook posts,"April 27, 2021",false,FAKE,0
2708,Ciara O'Rourke,“Bill Gates fights to keep vaccine ingredients secret.”,Facebook posts,"April 27, 2021",false,FAKE,0
2709,Louis Jacobson,"“70% of Americans don't believe a word the mainstream media puts out,” so “everyone who thinks Biden won are only 30% of the population.”",Facebook posts,"April 27, 2021",false,FAKE,0
2710,Amy Sherman,Says his administration’s efforts have led to more school reopenings.,Joe Biden,"April 27, 2021",half-true,FAKE,0
2711,Samantha Putterman,Mariah Carey faked getting her COVID-19 vaccine because the needle can’t be seen coming out of her arm.,Instagram posts,"April 27, 2021",false,FAKE,0
2712,Tom Kertscher,"“Human trafficking and drugs” at the Mexico border have “doubled, tripled and quadrupled” since Joe Biden became president.",Donald Trump,"April 27, 2021",false,FAKE,0
2713,Ciara O'Rourke,“The Biden Administration is buying Kamala Harris’ book with our taxpayer dollars.”,Facebook posts,"April 27, 2021",false,FAKE,0
2714,Ciara O'Rourke,Photo shows Facebook’s “community standards team.”,Viral image,"April 27, 2021",false,FAKE,0
2715,Ciara O'Rourke,COVID-19 “has killed less people than the damn flu.”,Facebook posts,"April 27, 2021",false,FAKE,0
2716,Ciara O'Rourke,"Says the Memphis Police Department “will no longer respond” to crimes including larceny, breaking and entering, and motor vehicle theft.",Viral image,"April 27, 2021",false,FAKE,0
2717,Louis Jacobson,“You didn't see Republicans when we had control of the Senate try to rig the game.”,Ted Cruz,"April 27, 2021",false,FAKE,0
2718,Haley BeMiller,Foxconn “is the largest taxpayer in Racine County.”,Van Wanggaard,"April 27, 2021",true,REAL,1
2719,Bill McCarthy,"""Biden's climate requirements"" will ""cut 90% of red meat from diet"" to a ""max 4 lbs per year"" and ""one burger per month.""",Fox News Channel,"April 26, 2021",pants-fire,FAKE,0
2720,Gabrielle Settles,"By clicking on a link from a fake USPS text message, “you are sending your precise location to sex traffickers in your local area” so they can kidnap you.",Facebook posts,"April 26, 2021",false,FAKE,0
2721,Andy Nguyen,"“Those 30-, 40-year mortgages” prove that banks know climate change “is not going to happen.”",Instagram posts,"April 26, 2021",false,FAKE,0
2722,Ciara O'Rourke,Says Joe Biden was the only world leader to wear a face mask during a video conference.,Viral image,"April 26, 2021",false,FAKE,0
2723,Ciara O'Rourke,"Says the Chicago Police Department tweeted, “We are all Derek Chauvin.”",Viral image,"April 26, 2021",false,FAKE,0
2724,Madison Czopek,Officials “recommend that women who get one of these (COVID-19) shots should absolutely not get pregnant for at least the first two months after they’ve been injected.”,Sherri Tenpenny,"April 26, 2021",false,FAKE,0
2725,William Skipworth,"""An average of nearly 5,000 Missourians were contracting COVID every day in November.""",Missouri House Democratic Caucus,"April 24, 2021",barely-true,FAKE,0
2726,Gabrielle Settles,"Says Joe Biden said, “This country is doomed, not just because of African Americans, but because by 2040 this country is going to be minority white European.""",Instagram posts,"April 23, 2021",false,FAKE,0
2727,Miriam Valverde,"""Mountains of data"" show drug ivermectin ""basically obliterates"" COVID-19 transmission.",Instagram posts,"April 23, 2021",false,FAKE,0
2728,Bill McCarthy,"A video shows Kim Jong Un calling Joe Biden a ""thug,"" a ""coward,"" and ""mentally unstable"" in a speech.",TikTok posts,"April 23, 2021",pants-fire,FAKE,0
2729,Ciara O'Rourke,Video shows Donald Trump returning to Washington “in a blaze of glory on Air Force 1.”,Facebook posts,"April 23, 2021",pants-fire,FAKE,0
2730,Ciara O'Rourke,“Pope Francis is dead.”,Facebook posts,"April 23, 2021",pants-fire,FAKE,0
2731,Brandon Mulder,"“Statistics show that more people of color don't have cars than not. So how do (drive-thru voting centers) help those folks?""",Dan Patrick,"April 23, 2021",false,FAKE,0
2732,Sasha Hupka,Maxine Waters could be “sentenced” for “jury tampering.”,Facebook posts,"April 23, 2021",barely-true,FAKE,0
2733,Tom Kertscher,Children ages 5 to 9 “are not affected by” the coronavirus.,Facebook posts,"April 23, 2021",half-true,FAKE,0
2734,Samantha Putterman,The knife was on the ground when police arrived at the scene of Ma’Khia Bryant shooting.,Facebook posts,"April 23, 2021",false,FAKE,0
2735,D.L. Davis,"For mitigating COVID-19 spread, “masks (are) the number one way to do so.""",Jill Underly,"April 23, 2021",mostly-true,FAKE,0
2736,Gabrielle Settles,Derek Chauvin’s attorney said that space aliens “inhabited the body of Derek Chauvin and caused this death.”,TikTok posts,"April 22, 2021",false,FAKE,0
2737,Samantha Putterman,"Says LeBron James said, “We’re at the point where a girl can’t even stab her friends anymore.”",Facebook posts,"April 22, 2021",pants-fire,FAKE,0
2738,Samantha Putterman,Photos reveal Greta Thunberg is a trained actress who comes from a long line of actors.,Viral image,"April 22, 2021",false,FAKE,0
2739,Brian Grace,"“The federal American Rescue Plan will purchase more food from farmers for distribution.""",Zach Wahls,"April 22, 2021",true,REAL,1
2740,Tom Kertscher,Two photos show climate change “is a hoax.”,Facebook posts,"April 21, 2021",false,FAKE,0
2741,Andy Nguyen,“Black Lives Matter and antifa set Catholic church on fire in Minneapolis.”,Instagram posts,"April 21, 2021",false,FAKE,0
2742,Samantha Putterman,Photo shows President Barack Obama posing with a 420 sign.,Viral image,"April 21, 2021",pants-fire,FAKE,0
2743,Bill McCarthy,Derek Chauvin’s trial and conviction for the murder of George Floyd was faked as part of a “false flag.”,Facebook posts,"April 21, 2021",pants-fire,FAKE,0
2744,Michael Majchrowicz,Women’s menstrual cycles and fertility are affected by being around people who have received COVID-19 vaccines,Facebook posts,"April 21, 2021",false,FAKE,0
2745,Tom Kertscher,“Stanford study results” show face masks are ineffective and dangerous.,Bloggers,"April 21, 2021",false,FAKE,0
2746,Eric Litke,“Private insurance gives … better coverage” than people would get under a Medicaid expansion.,Mark Born,"April 21, 2021",false,FAKE,0
2747,Samantha Putterman,Japan’s prime minister met with Vice President Kamala Harris holding a Trump 2024 sign and wearing a red baseball cap.,Facebook posts,"April 20, 2021",pants-fire,FAKE,0
2748,Tom Kertscher,“Joe Biden and the Democrats want to remove any term that denotes gender.”,Facebook posts,"April 19, 2021",barely-true,FAKE,0
2749,Andy Nguyen,“Foot Locker donated 200 million dollars to BLM.”,Facebook posts,"April 19, 2021",false,FAKE,0
2750,Bill McCarthy,Derek Chauvin had his left hand in his pocket while kneeling on George Floyd.,Facebook posts,"April 19, 2021",false,FAKE,0
2751,Samantha Putterman,Schools stopped teaching children cursive so they wouldn’t be able to read the U.S. Constitution and other historical documents.,Facebook posts,"April 19, 2021",pants-fire,FAKE,0
2752,Ciara O'Rourke,Hobby Lobby’s CEO wrote a letter saying the company’s stores may close.,Facebook posts,"April 19, 2021",barely-true,FAKE,0
2753,Ciara O'Rourke,A serial killer is on the loose in Virginia.,Facebook posts,"April 19, 2021",false,FAKE,0
2754,Warren Fiske,"“I restored felons’ rights - 173,000 - more than any governor in the history of America.”",Terry McAuliffe,"April 19, 2021",mostly-true,FAKE,0
2755,Brandon Mulder,Texas “could be very close to herd immunity.”,Greg Abbott,"April 19, 2021",false,FAKE,0
2756,Kiannah Sepeda-Miller,“We have 23% of all the lead pipe leads in America in the Chicagoland area.”,Richard Durbin,"April 18, 2021",half-true,FAKE,0
2757,Tom Kertscher,"Says science shows the physiological effects of wearing masks include hypoxemia, hypercapnia, shortness of breath, toxicity and increased muscle tension.",Diamond and Silk,"April 16, 2021",false,FAKE,0
2758,Ciara O'Rourke,Police say there is a suspected serial killer in Baton Rouge.,Viral image,"April 16, 2021",false,FAKE,0
2759,Clara Hendrickson,Michigan used a mathematical “key” to manipulate vote totals in 2020 election.,Douglas Frank,"April 16, 2021",pants-fire,FAKE,0
2760,Michael Majchrowicz,"“This is all about a certificate of vaccination where they get you a national ID, and then the AI can track you.”",Facebook posts,"April 16, 2021",pants-fire,FAKE,0
2761,Ciara O'Rourke,"Coca-Cola, Ben & Jerry’s and other companies support rioting.",Viral image,"April 16, 2021",false,FAKE,0
2762,Eric Litke,Says Republican lawmakers delayed COVID-19 testing,Janet Bewley,"April 16, 2021",barely-true,FAKE,0
2763,Miriam Valverde,Says the nation is locked down and there’s “a wide open border.”,Facebook posts,"April 15, 2021",false,FAKE,0
2764,Bill McCarthy,"“Maybe (the COVID-19 vaccine) doesn't work, and they're simply not telling you that.”",Tucker Carlson,"April 15, 2021",pants-fire,FAKE,0
2765,Paul Specht,On whether he supports the filibuster.,Jeff Jackson,"April 15, 2021",no-flip,FAKE,0
2766,Lara Bonatesta,"President Joe Biden’s American Relief Plan “has a lot of money in it for schools, but if you really look at it … it says that the school money is going to go out until the year 2028.”",Shelley Moore Capito,"April 15, 2021",mostly-true,FAKE,0
2767,Tom Kertscher,"""Kids in cages"" in border facilities are ""at 700% capacity.""",Facebook posts,"April 15, 2021",half-true,FAKE,0
2768,Louis Jacobson,“There is racism physically built into some of our highways.”,Pete Buttigieg,"April 15, 2021",true,REAL,1
2769,Tom Kertscher,"Says Joe Biden is “withholding $150 million in aid from Ukraine” to “pressure Ukraine to drop all criminal investigations into him and his son, Hunter.”",George Papadopoulos,"April 15, 2021",false,FAKE,0
2770,Ciara O'Rourke,“Marjorie Taylor Greene just scrubbed her Twitter feed of all things Gaetz.”,Viral image,"April 15, 2021",false,FAKE,0
2771,Ciara O'Rourke,“Moderna chief medical officer admits: mRNA alters DNA.”,Facebook posts,"April 14, 2021",false,FAKE,0
2772,Michael Majchrowicz,“Jay-Z and Beyonce are buying back DMX’s masters for $10 Million and giving to his kids for free.”,Facebook posts,"April 14, 2021",pants-fire,FAKE,0
2773,Ciara O'Rourke,“McDonald’s and Coke have both announced no whites will be hired in top positions.”,Facebook posts,"April 13, 2021",false,FAKE,0
2774,Amy Sherman,Says Raphael Warnock supports boycotts of Georgia to protest voting law.,National Republican Senatorial Committee,"April 13, 2021",false,FAKE,0
2775,Louis Jacobson,“Something less than 6% ... of this proposal that President Biden has put forward is actually focused on infrastructure.”,Liz Cheney,"April 13, 2021",pants-fire,FAKE,0
2776,Ciara O'Rourke,"A serial killer is targeting women in Hot Springs, Ark.",Facebook posts,"April 13, 2021",false,FAKE,0
2777,Andy Nguyen,Says the “1986 Vaccine protection act” resulted in “the biggest jump in shots” for children because it gave drug manufacturers “exemption for responsibility of killing people.”,Facebook posts,"April 13, 2021",false,FAKE,0
2778,Ciara O'Rourke,A photo shows Queen Elizabeth giggling because Prince Philip surprised her dressed in uniform as a palace guard.,Viral image,"April 13, 2021",false,FAKE,0
2779,Bill McCarthy,"""DMX received COVID vaccine days before heart attack.""",Instagram posts,"April 12, 2021",false,FAKE,0
2780,Ciara O'Rourke,"After learning some officers are Jewish, “Ilhan Omar says police shouldn’t exist.”",Viral image,"April 12, 2021",pants-fire,FAKE,0
2781,Ciara O'Rourke,"“George Floyd’s younger brother, Dejywan Floyd, has been arrested in North Carolina for a ‘road rage’ shooting of a white couple, killing the mother of six sitting in the passenger seat.”",Viral image,"April 12, 2021",false,FAKE,0
2782,Louis Jacobson,"“A new, independent study put out last week found that at least 55 of our largest corporations used various loopholes to pay zero federal income tax in 2020.”",Joe Biden,"April 12, 2021",mostly-true,FAKE,0
2783,Landon Allison,Residents of New York state “pay the highest taxes in the nation.”,Nicholas Langworthy,"April 12, 2021",mostly-true,FAKE,0
2784,Tom Kertscher,Black Lives Matter protest at Iowa Capitol was an “insurrection” like that on Jan. 6 at the U.S. Capitol.,Bloggers,"April 12, 2021",false,FAKE,0
2785,Laura Schulte,“We have encountered the largest surge of migrants (at the southern border) in the last 20 years.”,Glenn Grothman,"April 12, 2021",barely-true,FAKE,0
2786,Warren Fiske,On running for governor as an independent.,Amanda Chase,"April 12, 2021",half-flip,FAKE,0
2787,Jill Terreri,"""In fact, the data coming in from some states that have legalized marijuana is that they actually see a decrease in use over time, particularly among young people.""",Liz Krueger,"• April 9,",half-true,FAKE,0
2788,Michael Majchrowicz,“56 million defenseless people ‘rounded up and exterminated’ in the 20th Century because of gun control.”,Instagram posts,"April 9, 2021",false,FAKE,0
2789,Jon Greenberg,Says Officer Derek Chauvin’s knee was “not on neck of George Floyd.”,Instagram posts,"April 9, 2021",false,FAKE,0
2790,Tom Kertscher,"“Kids at the border: 2,600 highest number Trump, 12,000 currently under Biden.”",Brandon Tatum,"April 9, 2021",half-true,FAKE,0
2791,Madison Czopek,"“Covid-does NOT exist AS A VIRUS,” and Russian doctors performing autopsies on deceased COVID-19 patients violate a World Health Organization law",Instagram posts,"April 9, 2021",pants-fire,FAKE,0
2792,Brandon Mulder,"“Nothing has changed in the election code (under SB 7) regarding early voting. Nothing has changed.""",Dan Patrick,"April 9, 2021",pants-fire,FAKE,0
2793,Louis Jacobson,"“You go to a gun show, you can buy whatever you want, and no background check.""",Joe Biden,"April 8, 2021",barely-true,FAKE,0
2794,Tom Kertscher,"""New poll indicates” Joe Biden’s “approval at 11%, the lowest approval rating of any president in American history.""",Facebook posts,"April 8, 2021",pants-fire,FAKE,0
2795,Madeline Heim,"Says it doesn't make sense for young adults to get the vaccine since they ""really are not under that much of a threat as a result of this virus.""",Tom Tiffany,"April 8, 2021",barely-true,FAKE,0
2796,Tom Kertscher,“Former Las Vegas Raiders offensive tackle Bruce Campbell involved in altercation.”,Facebook posts,"April 7, 2021",false,FAKE,0
2797,Louis Jacobson,"President Joe Biden’s infrastructure proposal “is fully paid for. Across 15 years, it would raise all of the revenue needed for these once-in-a-lifetime investments.""",Pete Buttigieg,"April 7, 2021",mostly-true,FAKE,0
2798,Tom Kertscher,"Colorado “requires photo ID to vote in person, requires signature verification for mail-in ballots, which Georgia got rid of, and prevents campaign workers from giving food, water to voters within 100 feet if they’re wearing campaign apparel.”",Facebook posts,"April 7, 2021",half-true,FAKE,0
2799,Bill McCarthy,"""Sunday was never used before as a voting day in Georgia.”",Edward Lawrence,"April 7, 2021",false,FAKE,0
2800,Tom Kertscher,“Report: Biden administration busing ‘thousands’ of illegals to red states to get permanent status.”,Bloggers,"April 7, 2021",false,FAKE,0
2801,Jon Greenberg,Says Georgia “has more day-of voting rights than Colorado.”,Tim Scott,"April 7, 2021",barely-true,FAKE,0
2802,Haley BeMiller,"""Over the past decade, drug prices have risen at three times the rate of inflation.""",Tammy Baldwin,"April 7, 2021",half-true,FAKE,0
2803,Louis Jacobson,The proposal by President Joe Biden would put the U.S. “No. 2 in the world” for the highest corporate tax rate.,Roy Blunt,"April 6, 2021",half-true,FAKE,0
2804,Louis Jacobson,"President Joe Biden’s corporate tax rate increase would ""put us in line with other industrial nations.""",Jennifer Granholm,"April 6, 2021",barely-true,FAKE,0
2805,Andy Nguyen,“6000% Increase in Reported Vaccine Deaths 1st Quarter 2021 Compared to 1st Quarter 2020”,Instagram posts,"April 6, 2021",false,FAKE,0
2806,Bill McCarthy,“The Biden administration is engaging in human trafficking because they are enabling this to happen” at the southern border.,Katie Pavlich,"April 6, 2021",false,FAKE,0
2807,Ciara O'Rourke,Says Donald Trump indicted Amy Coney Barrett.,Bloggers,"April 6, 2021",pants-fire,FAKE,0
2808,Brandon Mulder,“Twice as many children are in Border Patrol custody under Biden than Trump peak in 2019.”,Greg Abbott,"April 6, 2021",true,REAL,1
2809,Tom Kertscher,Says Ford agreed to invest $900 million at an Ohio plant because Donald Trump “lowered taxes” and is now moving the project to Mexico because Joe Biden is “increasing taxes.”,Facebook posts,"April 6, 2021",barely-true,FAKE,0
2810,Gabrielle Settles,"“Pete Buttigieg’s dog and pony show. He gets out of [the] car to ride his bike a few feet, pretending to save energy.”",Facebook posts,"April 6, 2021",false,FAKE,0
2811,Tom Kertscher,"“Per the CDC, there are nearly twice as many vaccine-related deaths so far in 2021 (1,755) than all the vaccine deaths this past decade (994).”",The Gateway Pundit,"April 6, 2021",false,FAKE,0
2812,D.L. Davis,"Says Gov. Tony Evers’ 2021-22 state budget ""increases taxes $1 billion +""",Rick Gundrum,"April 6, 2021",mostly-true,FAKE,0
2813,Samantha Putterman,"Navy SEALs found over 1,000 trafficked children and dead bodies on the Evergreen ship that blocked the Suez Canal.",Bloggers,"April 5, 2021",pants-fire,FAKE,0
2814,Raeanne Beckner,"H.R. 1 “mandates practices nationwide” that include “ballot harvesting, universal mail-in voting and same-day registration.”",Alex Mooney,"April 5, 2021",half-true,FAKE,0
2815,Madison Czopek,"In this photo, “Man uses a gun to rob a Texas convenience store. Man was shot by every customer inside the store”",Viral image,"April 5, 2021",false,FAKE,0
2816,Warren Fiske,“Two out of our last three governors in Virginia were investigated by the FBI. One went to jail and one is running for office again in this election.”,Jennifer Carroll Foy,"April 5, 2021",half-true,FAKE,0
2817,Paul Specht,“People don’t pretend to be someone else to go in and vote. You just don’t see that kind of fraud.”,Roy Cooper,"April 5, 2021",mostly-true,FAKE,0
2818,Gabrielle Settles,"“As of today, no one has the right to film or photograph Mr. Biden as he climbs the flight of stairs. New White House spokesman orders!!?”",TikTok posts,"April 2, 2021",pants-fire,FAKE,0
2819,Jon Greenberg,Says Joe Biden’s infrastructure plan “is the Green New Deal.”,Citizens United,"April 2, 2021",barely-true,FAKE,0
2820,Eric Litke,“It took the Legislature nearly 300 days to act on a (COVID-19) bill during this pandemic.”,Tony Evers,"April 2, 2021",half-true,FAKE,0
2821,Bill McCarthy,"""They’re unable to administer vaccines if the lockdown ends because the emergency ends with it.”",Tweets,"April 2, 2021",false,FAKE,0
2822,Louis Jacobson,HR 1 “gives the federal government the power to establish their own committees” to take over the redistricting process.,Turning Point USA,"April 2, 2021",barely-true,FAKE,0
2823,Samantha Putterman,The number of pregnant women who have miscarried increased by “366% in just six weeks” as a result of their receiving a COVID-19 vaccine.,Bloggers,"April 2, 2021",false,FAKE,0
2824,Clara Hendrickson,Michigan election bills are “designed to make it easier for people to vote.”,Michael MacDonald,"April 2, 2021",barely-true,FAKE,0
2825,Gabrielle Settles,“The tax deadline is April 18th. Do your taxes soon.”,Viral image,"April 1, 2021",false,FAKE,0
2826,Daniel Funke,"""mRNA is not a vaccine"" — it's ""actually an operating system"" that's run by Bill Gates to program humans.",Facebook posts,"April 1, 2021",pants-fire,FAKE,0
2827,Tom Kertscher,"“If I don’t take the vaccine, I’m at risk for covid. If I do take the vaccine, I’m still at risk for covid PLUS I’m at risk for permanent vaccine side effects. Therefore I’m reducing my risk by not taking the vaccine. That’s the real science.”",Facebook posts,"March 31, 2021",false,FAKE,0
2828,Jon Greenberg,Calls COVID-19 vaccine a “non-FDA-approved experimental agent.”,Instagram posts,"March 31, 2021",barely-true,FAKE,0
2829,Gabrielle Settles,A map shows “all the cargo ships backed up by the Suez Canal. Get ready for shortages and prices to skyrocket.”,Facebook posts,"March 31, 2021",false,FAKE,0
2830,Noah Y.,Says H.R. 1 gives immigrants illegally in the country “the right to vote.”,Instagram posts,"• March 31,",false,FAKE,0
2831,Andy Nguyen,"“From Europe: 3,964 people have died from adverse drug reactions for COVID-19 ‘vaccines’ – 162,610 injuries.”",Bloggers,"March 31, 2021",false,FAKE,0
2832,Louis Jacobson,"If the voting bill H.R. 1 is passed, “absentee ballots would be mailed out to anyone without proof of the voter’s identity.”",Facebook posts,"March 31, 2021",false,FAKE,0
2833,Amy Sherman,U.S. Rep. Matt Gaetz was the lone vote in the House against an anti-human trafficking bill.,Facebook posts,"March 31, 2021",true,REAL,1
2834,Madison Czopek,Video says COVID-19 vaccines are “weapons of mass destruction” that “could wipe out the human race.”,Facebook posts,"March 31, 2021",pants-fire,FAKE,0
2835,Michael Majchrowicz,Image of expansive pit shows a lithium mine.,Viral image,"March 31, 2021",false,FAKE,0
2836,Samantha Putterman,Says Ben Shapiro said on Twitter that his “red pill moment” was sharing cupcakes with poor kids.,Facebook posts,"March 31, 2021",pants-fire,FAKE,0
2837,Tom Kertscher,"“Joe Biden puts pro-life groups on domestic extremist list, calls pro-life people ‘violent.’”",Facebook posts,"March 31, 2021",barely-true,FAKE,0
2838,Amy Sherman,Georgia’s new voting law “makes it a JAIL-TIME CRIME to drop off grandma’s absentee ballot in a dropbox.”,Facebook posts,"March 30, 2021",false,FAKE,0
2839,Jon Greenberg,"Says Deborah Birx “traveled a great distance to see her family for Thanksgiving, only to have them call the police and turn her in. She then ... resigned.”",Donald Trump,"March 30, 2021",half-true,FAKE,0
2840,Tom Kertscher,"“Minority farmers get big bonus, white ones get none,” because of Democrats.",Facebook posts,"March 30, 2021",half-true,FAKE,0
2841,Samantha Putterman,The ship that was stuck in the Suez Canal was a planned or staged event.,Instagram posts,"March 30, 2021",false,FAKE,0
2842,Bill McCarthy,"Says Rachel Levine was Time magazine's ""Woman of the Year.""",Facebook posts,"March 30, 2021",false,FAKE,0
2843,Noah Y.,Nostradamus predicted that a “feeble man” would rule the “Western World” after a time of “plague.”,Facebook posts,"• March 30,",pants-fire,FAKE,0
